::1 - - [04/Mar/2013:14:48:51 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:49:47 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:49:48 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
180.76.5.160 - - [04/Mar/2013:14:49:50 -0600] "GET / HTTP/1.1" 200 5395 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
::1 - - [04/Mar/2013:14:49:54 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:50:40 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:50:41 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:50:52 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:50:53 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:10 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:11 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:13 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:14 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:54 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:55 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:56 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:57 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:58 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:51:59 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:00 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:04 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:05 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:06 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:07 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:08 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:09 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:48 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:50 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:52:54 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:53:13 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:53:18 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
66.249.73.69 - - [04/Mar/2013:14:54:31 -0600] "GET /events/generic-event/join-us-friday-night-gallery-show-party-unlike-any-other HTTP/1.1" 302 20 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::1 - - [04/Mar/2013:14:57:05 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:10 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:11 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:12 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:14 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:15 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:16 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:17 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:18 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:19 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:20 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:22 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
::1 - - [04/Mar/2013:14:57:27 -0600] "OPTIONS * HTTP/1.0" 200 - "-" "Apache/2.2.14 (CentOS) (internal dummy connection)"
12.37.59.1 - - [04/Mar/2013:14:56:59 -0600] "GET / HTTP/1.1" 200 8688 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /modules/system/system.base.css?mj5dhb HTTP/1.1" 200 1883 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /modules/system/system.menus.css?mj5dhb HTTP/1.1" 200 661 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /modules/system/system.messages.css?mj5dhb HTTP/1.1" 200 382 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /modules/system/system.theme.css?mj5dhb HTTP/1.1" 200 1220 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /modules/comment/comment.css?mj5dhb HTTP/1.1" 200 142 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/libraries/jquery_ui_spinner/ui.spinner.css?mj5dhb HTTP/1.1" 200 111 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /sites/all/modules/date/date_popup/themes/datepicker.1.7.css?mj5dhb HTTP/1.1" 200 907 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/modules/contrib/fences/field.css?mj5dhb HTTP/1.1" 200 210 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/modules/commerce_kickstart/commerce_kickstart_menus/commerce_kickstart_menus.css?mj5dhb HTTP/1.1" 200 1614 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /sites/all/modules/date/date_api/date.css?mj5dhb HTTP/1.1" 200 1148 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /modules/node/node.css?mj5dhb HTTP/1.1" 200 109 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /modules/user/user.css?mj5dhb HTTP/1.1" 200 698 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /misc/ui/jquery.ui.core.css?mj5dhb HTTP/1.1" 200 667 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/modules/contrib/views/css/views.css?mj5dhb HTTP/1.1" 200 309 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /misc/ui/jquery.ui.theme.css?mj5dhb HTTP/1.1" 200 2994 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/libraries/chosen/chosen/chosen.css?mj5dhb HTTP/1.1" 200 2519 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/modules/contrib/ctools/css/ctools.css?mj5dhb HTTP/1.1" 200 252 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/modules/contrib/commerce/modules/line_item/theme/commerce_line_item.theme.css?mj5dhb HTTP/1.1" 200 345 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /sites/dallas-show.dsvc.org/modules/hierarchical_select/hierarchical_select.css?mj5dhb HTTP/1.1" 200 1506 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/modules/contrib/link/link.css?mj5dhb HTTP/1.1" 200 96 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/themes/omega/alpha/css/alpha-mobile.css?mj5dhb HTTP/1.1" 200 335 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/themes/omega/alpha/css/alpha-reset.css?mj5dhb HTTP/1.1" 200 711 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/themes/omega/alpha/css/alpha-alpha.css?mj5dhb HTTP/1.1" 200 533 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/themes/omega/omega/css/formalize.css?mj5dhb HTTP/1.1" 200 1357 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/themes/omega/omega/css/omega-text.css?mj5dhb HTTP/1.1" 200 593 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/themes/omega/omega/css/omega-branding.css?mj5dhb HTTP/1.1" 200 159 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /profiles/commerce_kickstart/themes/omega/omega/css/omega-menu.css?mj5dhb HTTP/1.1" 200 81 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /sites/dallas-show.dsvc.org/themes/dallas_show/css/dallas-show-alpha-default-narrow.css?mj5dhb HTTP/1.1" 200 930 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /sites/dallas-show.dsvc.org/themes/dallas_show/css/dallas-show-alpha-default.css?mj5dhb HTTP/1.1" 200 2640 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /sites/dallas-show.dsvc.org/themes/dallas_show/css/custom.css?mj5dhb HTTP/1.1" 200 156 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:35 -0600] "GET /sites/dallas-show.dsvc.org/themes/dallas_show/css/global.css?mj5dhb HTTP/1.1" 200 15175 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /sites/dallas-show.dsvc.org/themes/dallas_show/css/dallas-show-alpha-default-normal.css?mj5dhb HTTP/1.1" 200 1816 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /sites/dallas-show.dsvc.org/themes/dallas_show/css/dallas-show-alpha-default-wide.css?mj5dhb HTTP/1.1" 200 292 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /profiles/commerce_kickstart/themes/omega/alpha/css/grid/alpha_default/normal/alpha-default-normal-24.css?mj5dhb HTTP/1.1" 200 1144 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /profiles/commerce_kickstart/themes/omega/alpha/css/grid/alpha_default/wide/alpha-default-wide-24.css?mj5dhb HTTP/1.1" 200 1082 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /misc/ui/jquery.ui.core.min.js?v=1.8.7 HTTP/1.1" 200 1950 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /misc/ui/jquery.ui.widget.min.js?v=1.8.7 HTTP/1.1" 200 1313 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /misc/drupal.js?mj5dhb HTTP/1.1" 200 4976 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /misc/ui/jquery.effects.core.min.js?v=1.8.7 HTTP/1.1" 200 3590 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /misc/jquery.cookie.js?v=1.0 HTTP/1.1" 200 555 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /misc/jquery.form.js?v=2.52 HTTP/1.1" 200 3939 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /misc/ui/jquery.effects.drop.min.js?v=1.8.7 HTTP/1.1" 200 606 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /profiles/commerce_kickstart/libraries/jquery_ui_spinner/ui.spinner.min.js?v=1.8 HTTP/1.1" 200 3195 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /profiles/commerce_kickstart/libraries/jquery_expander/jquery.expander.min.js?v=1.4.2 HTTP/1.1" 200 2120 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /profiles/commerce_kickstart/modules/commerce_kickstart/commerce_kickstart_search/commerce_kickstart_search.js?mj5dhb HTTP/1.1" 200 218 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /profiles/commerce_kickstart/libraries/chosen/chosen/chosen.jquery.min.js?mj5dhb HTTP/1.1" 200 6083 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /misc/ajax.js?v=7.19 HTTP/1.1" 200 6973 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
12.37.59.1 - - [04/Mar/2013:14:57:36 -0600] "GET /profiles/commerce_kickstart/modules/contrib/chosen/chosen.js?mj5dhb HTTP/1.1" 200 430 "http://dallas-show.dsvc.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
